,Start,Goal,h_func,Weight,Lenght,Steps
0,"(88, 123)","(228, 132)",euclidean,3,176.7401153701777,240
1,"(222, 244)","(149, 112)",euclidean,3,163.06601717798205,134
2,"(41, 193)","(179, 118)",euclidean,3,238.92388155425144,562
3,"(244, 131)","(148, 126)",euclidean,3,108.45584412271566,126
4,"(85, 187)","(141, 203)",euclidean,3,86.4680374315354,577
5,"(155, 121)","(214, 58)",euclidean,3,120.95331880577395,1241
6,"(141, 55)","(138, 227)",euclidean,3,174.8994949366117,173
7,"(90, 25)","(195, 24)",euclidean,3,129.35533905932732,176
8,"(130, 62)","(243, 144)",euclidean,3,174.43860018001266,164
9,"(172, 102)","(163, 49)",euclidean,3,57.55634918610404,54
10,"(41, 167)","(172, 93)",euclidean,3,230.663996924429,2901
11,"(133, 5)","(79, 104)",euclidean,3,149.71067811865464,349
12,"(151, 109)","(73, 64)",euclidean,3,143.26702730475876,1120
13,"(9, 41)","(9, 131)",euclidean,3,91.65685424949237,91
14,"(197, 236)","(12, 218)",euclidean,3,304.178715550191,3275
15,"(51, 172)","(211, 18)",euclidean,3,297.27922061357873,418
16,"(26, 239)","(3, 72)",euclidean,3,181.25483399593915,174
17,"(52, 31)","(171, 247)",euclidean,3,275.8183258569804,261
18,"(69, 86)","(10, 216)",euclidean,3,168.09545442950503,179
19,"(70, 61)","(123, 132)",euclidean,3,107.43860018001247,168
20,"(228, 96)","(180, 141)",euclidean,3,83.32590180780447,83
21,"(66, 166)","(47, 45)",euclidean,3,163.63961030678936,340
22,"(44, 147)","(107, 7)",euclidean,3,185.2081528017133,199
23,"(9, 173)","(164, 246)",euclidean,3,282.81832585698027,3909
24,"(238, 116)","(250, 60)",euclidean,3,60.970562748477136,57
25,"(166, 41)","(245, 96)",euclidean,3,115.15432893255068,120
26,"(250, 68)","(2, 224)",euclidean,3,389.22748878547054,2267
27,"(113, 132)","(31, 16)",euclidean,3,205.53910524340102,624
28,"(52, 37)","(225, 229)",euclidean,3,333.2325394193535,421
29,"(191, 12)","(133, 52)",euclidean,3,79.05382386916231,251
30,"(195, 181)","(132, 192)",euclidean,3,84.56854249492373,117
31,"(117, 235)","(65, 153)",euclidean,3,148.0243866176394,590
32,"(4, 202)","(59, 86)",euclidean,3,167.71067811865476,4846
33,"(103, 139)","(232, 61)",euclidean,3,237.3919189857873,1483
34,"(149, 228)","(236, 249)",euclidean,3,95.69848480983498,88
35,"(175, 64)","(4, 249)",euclidean,3,372.65894629054674,4144
36,"(223, 153)","(101, 161)",euclidean,3,156.76955262170043,420
37,"(60, 104)","(222, 62)",euclidean,3,261.26197667087604,1527
38,"(25, 63)","(26, 222)",euclidean,3,161.07106781186553,160
39,"(168, 84)","(251, 89)",euclidean,3,101.21320343559638,150
40,"(55, 94)","(249, 94)",euclidean,3,243.6223663640867,490
41,"(178, 76)","(230, 47)",euclidean,3,86.49747468305827,149
42,"(95, 66)","(158, 226)",euclidean,3,193.30865786510148,162
43,"(135, 168)","(253, 77)",euclidean,3,155.69343417595155,119
44,"(250, 37)","(184, 72)",euclidean,3,124.29646455628156,812
45,"(148, 17)","(225, 230)",euclidean,3,258.9360748630712,260
46,"(29, 166)","(98, 87)",euclidean,3,308.8355697996834,4709
47,"(37, 3)","(161, 10)",euclidean,3,126.89949493661165,125
48,"(172, 183)","(153, 0)",euclidean,3,207.84062043356604,275
49,"(123, 147)","(66, 8)",euclidean,3,193.82337649086287,205
50,"(191, 40)","(249, 92)",euclidean,3,116.42640687119281,176
51,"(206, 124)","(128, 155)",euclidean,3,98.15432893255067,103
52,"(140, 17)","(88, 68)",euclidean,3,136.88225099390849,1109
53,"(221, 1)","(162, 167)",euclidean,3,196.0954544295051,198
54,"(115, 93)","(237, 140)",euclidean,3,149.22539674441614,142
55,"(218, 235)","(121, 67)",euclidean,3,215.14927829866758,203
56,"(125, 191)","(45, 207)",euclidean,3,131.19595949289322,853
57,"(110, 19)","(106, 109)",euclidean,3,93.31370849898475,91
58,"(82, 36)","(39, 110)",euclidean,3,116.53910524340088,238
59,"(106, 26)","(179, 231)",euclidean,3,244.9360748630712,213
60,"(190, 190)","(67, 101)",euclidean,3,173.37972567696693,152
61,"(115, 239)","(236, 141)",euclidean,3,196.86500705120557,247
62,"(92, 165)","(178, 137)",euclidean,3,113.19595949289324,167
63,"(174, 238)","(13, 14)",euclidean,3,328.7888886054574,315
64,"(124, 141)","(166, 214)",euclidean,3,122.19595949289322,381
65,"(61, 4)","(113, 235)",euclidean,3,281.83556979968296,592
66,"(191, 73)","(185, 141)",euclidean,3,70.48528137423855,69
67,"(75, 125)","(111, 88)",euclidean,3,58.01219330881973,47
68,"(147, 152)","(191, 7)",euclidean,3,195.551298552221,263
69,"(7, 89)","(214, 4)",euclidean,3,287.1126983722081,620
70,"(26, 19)","(170, 55)",euclidean,3,223.1198410471448,1381
71,"(103, 68)","(56, 158)",euclidean,3,112.78174593052013,94
72,"(250, 200)","(189, 45)",euclidean,3,181.68124086713192,158
73,"(171, 167)","(250, 50)",euclidean,3,153.86500705120542,123
74,"(140, 134)","(60, 224)",euclidean,3,153.72287142747453,1026
75,"(57, 219)","(201, 197)",euclidean,3,228.55129855222114,1524
76,"(175, 119)","(132, 34)",euclidean,3,134.52691193458116,363
77,"(176, 0)","(76, 51)",euclidean,3,160.27922061357847,2512
78,"(167, 250)","(218, 55)",euclidean,3,231.03657992645958,204
79,"(26, 34)","(167, 240)",euclidean,3,428.1442276647855,3725
80,"(1, 46)","(13, 182)",euclidean,3,143.4558441227157,137
81,"(142, 48)","(51, 167)",euclidean,3,187.07821048680205,299
82,"(43, 126)","(82, 185)",euclidean,3,82.22539674441613,77
83,"(150, 31)","(101, 97)",euclidean,3,108.92388155425107,279
84,"(247, 64)","(150, 101)",euclidean,3,160.06601717798213,2013
85,"(78, 23)","(211, 139)",euclidean,3,237.835569799683,484
86,"(229, 118)","(140, 79)",euclidean,3,153.1370849898475,3544
87,"(91, 174)","(193, 103)",euclidean,3,167.93607486307104,681
88,"(212, 81)","(1, 31)",euclidean,3,309.7939392393408,1256
89,"(156, 189)","(252, 31)",euclidean,3,205.2203461105331,165
90,"(73, 33)","(180, 35)",euclidean,3,163.65180361560903,276
91,"(65, 150)","(180, 131)",euclidean,3,181.88225099390866,459
92,"(71, 94)","(249, 54)",euclidean,3,274.1909088590106,825
93,"(48, 183)","(92, 5)",euclidean,3,217.13708498984795,236
94,"(32, 60)","(119, 238)",euclidean,3,376.01933598375706,6746
95,"(134, 54)","(215, 178)",euclidean,3,193.06601717798222,1740
96,"(213, 162)","(27, 128)",euclidean,3,383.76450198781794,16258
97,"(74, 170)","(24, 242)",euclidean,3,145.88225099390849,2321
98,"(252, 208)","(4, 113)",euclidean,3,470.3452377915619,14606
99,"(140, 216)","(143, 9)",euclidean,3,226.42640687119302,238
