,Start,Goal,h_func,Weight,Lenght,Steps
84,"(247, 64)","(150, 101)",manhattan,1.5,151.86500705120537,3481
85,"(78, 23)","(211, 139)",manhattan,1.5,256.6639969244292,1422
86,"(229, 118)","(140, 79)",manhattan,1.5,144.2670273047587,4823
87,"(91, 174)","(193, 103)",manhattan,1.5,159.30865786510145,1229
88,"(212, 81)","(1, 31)",manhattan,1.5,301.19090885901096,4035
89,"(156, 189)","(252, 31)",manhattan,1.5,202.7350647362945,186
90,"(73, 33)","(180, 35)",manhattan,1.5,135.50966799187796,1392
91,"(65, 150)","(180, 131)",manhattan,1.5,167.9238815542512,1357
92,"(71, 94)","(249, 54)",manhattan,1.5,254.53405460951828,3451
93,"(48, 183)","(92, 5)",manhattan,1.5,202.8528137423858,248
94,"(32, 60)","(119, 238)",manhattan,1.5,375.77669529663785,8951
95,"(134, 54)","(215, 178)",manhattan,1.5,192.23759005323606,1536
96,"(213, 162)","(27, 128)",manhattan,1.5,352.29141392239893,18146
97,"(74, 170)","(24, 242)",manhattan,1.5,147.88225099390849,2644
98,"(252, 208)","(4, 113)",manhattan,1.5,439.80108191427763,22371
99,"(140, 216)","(143, 9)",manhattan,1.5,210.7279220613579,208
