,Start,Goal,h_func,Weight,Lenght,Steps
86,"(229, 118)","(140, 79)",euclidean,1.1,137.63961030678922,4913
87,"(91, 174)","(193, 103)",euclidean,1.1,139.02438661763944,1503
88,"(212, 81)","(1, 31)",euclidean,1.1,274.92388155425147,6740
89,"(156, 189)","(252, 31)",euclidean,1.1,198.59292911256352,266
90,"(73, 33)","(180, 35)",euclidean,1.1,132.19595949289325,1296
91,"(65, 150)","(180, 131)",euclidean,1.1,152.2253967444162,2375
92,"(71, 94)","(249, 54)",euclidean,1.1,241.279220613579,8793
93,"(48, 183)","(92, 5)",euclidean,1.1,196.2253967444164,545
94,"(32, 60)","(119, 238)",euclidean,1.1,314.03657992645986,11989
95,"(134, 54)","(215, 178)",euclidean,1.1,182.29646455628176,4363
96,"(213, 162)","(27, 128)",euclidean,1.1,340.6934341759522,34945
97,"(74, 170)","(24, 242)",euclidean,1.1,116.22539674441612,2497
98,"(252, 208)","(4, 113)",euclidean,1.1,429.3746750430846,37717
99,"(140, 216)","(143, 9)",euclidean,1.1,209.07106781186548,245
